,pca1,pca2,pca3,label
0,-2.789358198034541,-1.0216729231991541,-0.5234784345730497,blues
1,1.7169387545762473,-1.1780529325149056,1.3498423644297528,blues
2,-2.821820085963776,-1.562923910578398,-0.09018832601818351,blues
3,0.3364997813750872,-1.4851327614435705,-1.524418397898969,blues
4,0.6100256067505124,-3.2066509840302535,0.136128988600782,blues
5,4.171877895106473,-0.6446795607754509,0.48583475520793845,blues
6,5.600751358269099,-1.6029044646613992,0.18168135483686235,blues
7,4.0267630746195096,-2.66877459987054,0.4720558306718993,blues
8,-3.3912481394559637,-0.7553620960959075,-0.030510876963178626,blues
9,2.7329939283637446,-2.2895162209038102,0.6370160714315966,blues
10,2.166435192067885,-1.4932703736188058,-1.2582689549520303,blues
11,3.4182926188371967,-1.5881902402514447,-0.7474118896594248,blues
12,1.8081134217162433,-3.0950569612793464,-0.294678440894153,blues
13,0.7294249096804193,-3.2100316333776235,-0.4588800441741021,blues
14,3.97431578136576,-2.855537294063435,-0.43923871009047105,blues
15,2.5160072212223388,-2.857896017324467,-0.5003809903433734,blues
16,2.0195448862103174,-2.4772034297206353,0.4635187049766752,blues
17,2.0708498871863887,-3.09415334638074,-1.5302036804134032,blues
18,2.4712737987960716,-3.0684565457525803,0.6829628466978241,blues
19,2.8695473872197867,-3.4405729901430533,-0.20216697406674344,blues
20,-0.7189677917938745,-2.9000561747654623,-1.0305384890515488,blues
21,3.5352062458227467,-3.2518314405066966,0.11590482401199242,blues
22,4.088309788722959,-2.8395012998342355,0.4692359469783183,blues
23,1.969322514621047,-3.718205950910152,-1.2593425353672572,blues
24,2.6505733251569263,-2.8853504545414834,-1.9574621326737025,blues
25,3.0039043139869785,-3.1197166789524533,-1.5042471422110375,blues
26,4.902261113335743,-3.193088029379995,-0.19760819350889125,blues
27,2.039208928286836,-3.2696866068121007,-1.377565179369338,blues
28,1.813403877265625,-3.0756445519058846,-2.7753897242026473,blues
29,3.1459807795261683,-2.573383184039736,1.7138662156865019,blues
30,2.3129648329069066,-3.102126791294665,0.3511743119731773,blues
31,2.951916149520962,-4.63861666385246,1.589272073574707,blues
32,3.8784640078052255,-2.80297643700642,0.21463526884416467,blues
33,3.047912220209197,-3.322612172685645,1.291406977114734,blues
34,2.098459793805586,-3.6374361172539325,1.5256832409449914,blues
35,-0.06209796078147622,-2.47011544150526,-0.5333109882019444,blues
36,1.5473893445112525,-3.82005328972708,0.5590343424813005,blues
37,6.5495506768693215,-6.013852486446911,2.239965539997549,blues
38,1.1652420293125236,-2.4817439198132245,0.7010796210771597,blues
39,4.402341625172643,-4.595372140465045,-0.38727266046211417,blues
40,-5.683099435493954,-0.4301797226879498,1.210744390882644,blues
41,-4.611403952820183,-0.11778365461389492,2.2593367041672616,blues
42,-3.0826894433285235,-1.497803837173351,2.4081281518554003,blues
43,-4.765113221732859,-0.6211706914831866,1.5865954003350315,blues
44,-4.124914466973011,-1.343843096215202,2.572589941598149,blues
45,-5.706920208107639,-0.8252374224618544,-1.1331411378846257,blues
46,-3.7864996948142213,-0.4726234182884716,0.10023596846571838,blues
47,-4.823353082728219,-1.3476719714144914,-0.4173683835348454,blues
48,-4.185182286043654,-0.9683202106261941,1.5562899461952804,blues
49,-0.7834356907496065,-2.913379487541111,-0.978795586756538,blues
50,-3.82115264520082,0.15966209727488057,0.6178519912678532,blues
51,-3.907881020534453,-0.6094219582082601,1.916854716883275,blues
52,2.080463716736596,-1.326767645502195,-0.5381118447675075,blues
53,-2.0450158252959376,0.31337298005117903,2.1717532384132676,blues
54,-4.052698151870395,0.642977573202722,1.1176458035608998,blues
55,-2.4925329897970117,0.27692581413115996,1.506515239272312,blues
56,-0.12422108046554224,-0.7465399186064822,1.4760904603881615,blues
57,-1.2951162913860237,0.004608248974390946,1.462096943185753,blues
58,-1.763568863535095,-0.44574801375840356,1.4857749022120177,blues
